mode,adf_stat,p_value,critical_1pct,critical_5pct,n_lags_used,n_obs,stationary
0,-9.076389,0.000000,-3.432311,-2.862406,1,3338,True
1,-8.254118,0.000000,-3.432327,-2.862414,29,3310,True
2,-8.294983,0.000000,-3.432327,-2.862414,29,3310,True
3,-7.559392,0.000000,-3.432327,-2.862414,29,3310,True
4,-8.018096,0.000000,-3.432327,-2.862414,29,3310,True
5,-6.665446,0.000000,-3.432327,-2.862414,29,3310,True
6,-6.587722,0.000000,-3.432327,-2.862414,29,3310,True
7,-7.935577,0.000000,-3.432327,-2.862414,29,3310,True
8,-8.128872,0.000000,-3.432327,-2.862414,29,3310,True
9,-8.735743,0.000000,-3.432327,-2.862414,29,3310,True
10,-8.327795,0.000000,-3.432327,-2.862414,29,3310,True
11,-7.891198,0.000000,-3.432327,-2.862414,29,3310,True
12,-6.911035,0.000000,-3.432327,-2.862414,29,3310,True
13,-6.669709,0.000000,-3.432327,-2.862414,29,3310,True
14,-6.534871,0.000000,-3.432327,-2.862414,29,3310,True
15,-7.399390,0.000000,-3.432327,-2.862414,29,3310,True
16,-7.196981,0.000000,-3.432327,-2.862414,29,3310,True
17,-7.916289,0.000000,-3.432327,-2.862414,29,3310,True
18,-8.974127,0.000000,-3.432317,-2.862409,12,3327,True
