mode,adf_stat,p_value,critical_1pct,critical_5pct,n_lags_used,n_obs,stationary
0,-12.224282,0.000000,-3.432316,-2.862409,11,3328,True
1,-11.341009,0.000000,-3.432316,-2.862409,11,3328,True
2,-12.085386,0.000000,-3.432316,-2.862409,11,3328,True
3,-10.900287,0.000000,-3.432315,-2.862408,9,3330,True
4,-14.168285,0.000000,-3.432315,-2.862408,8,3331,True
5,-9.614412,0.000000,-3.432320,-2.862410,17,3322,True
6,-15.592957,0.000000,-3.432315,-2.862408,8,3331,True
7,-14.301353,0.000000,-3.432315,-2.862408,8,3331,True
8,-9.525675,0.000000,-3.432319,-2.862410,15,3324,True
9,-10.225059,0.000000,-3.432319,-2.862410,15,3324,True
10,-9.663692,0.000000,-3.432319,-2.862410,15,3324,True
11,-10.872073,0.000000,-3.432318,-2.862410,14,3325,True
12,-9.997656,0.000000,-3.432318,-2.862410,14,3325,True
13,-10.217868,0.000000,-3.432318,-2.862410,14,3325,True
14,-10.420230,0.000000,-3.432318,-2.862410,14,3325,True
15,-11.032514,0.000000,-3.432318,-2.862409,13,3326,True
16,-10.365996,0.000000,-3.432318,-2.862409,13,3326,True
17,-10.427050,0.000000,-3.432318,-2.862410,14,3325,True
18,-11.113950,0.000000,-3.432318,-2.862410,14,3325,True
